scenario,run,action_time,action_kind,action_source,action_target,detected,event_time,event_kind,delta_s
S2_ssh_credstuff,3,2026-05-03T09:26:52.500Z,auth,10.10.42.200,10.10.42.1,True,2026-05-03T09:26:53.707Z,auth,1.208
S2_ssh_credstuff,3,2026-05-03T09:26:54.000Z,auth,10.10.42.200,10.10.42.7,False,,,
S2_ssh_credstuff,3,2026-05-03T09:26:55.500Z,auth,10.10.42.200,10.10.42.13,False,,,
S2_ssh_credstuff,3,2026-05-03T09:26:57.000Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:26:58.915Z,auth,1.915
S2_ssh_credstuff,3,2026-05-03T09:26:58.500Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:27:01.005Z,auth,2.505
S2_ssh_credstuff,3,2026-05-03T09:27:00.000Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:27:02.154Z,auth,2.154
S2_ssh_credstuff,3,2026-05-03T09:27:01.500Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:27:03.308Z,auth,1.808
S2_ssh_credstuff,3,2026-05-03T09:27:03.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:27:05.515Z,auth,2.516
S2_ssh_credstuff,3,2026-05-03T09:27:04.500Z,auth,10.10.42.200,10.10.42.9,False,,,
S2_ssh_credstuff,3,2026-05-03T09:27:06.000Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:27:06.760Z,auth,0.760
S2_ssh_credstuff,3,2026-05-03T09:27:07.500Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:27:09.691Z,auth,2.191
S2_ssh_credstuff,3,2026-05-03T09:27:09.000Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:27:10.715Z,auth,1.715
S2_ssh_credstuff,3,2026-05-03T09:27:10.500Z,auth,10.10.42.200,10.10.42.8,True,2026-05-03T09:27:10.942Z,auth,0.443
S2_ssh_credstuff,3,2026-05-03T09:27:12.000Z,auth,10.10.42.200,10.10.42.13,True,2026-05-03T09:27:13.990Z,auth,1.991
S2_ssh_credstuff,3,2026-05-03T09:27:13.500Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:27:15.588Z,auth,2.089
S2_ssh_credstuff,4,2026-05-03T09:27:15.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:27:16.413Z,auth,1.414
S2_ssh_credstuff,4,2026-05-03T09:27:16.500Z,auth,10.10.42.200,10.10.42.9,True,2026-05-03T09:27:18.041Z,auth,1.542
S2_ssh_credstuff,4,2026-05-03T09:27:18.000Z,auth,10.10.42.200,10.10.42.14,False,,,
S2_ssh_credstuff,4,2026-05-03T09:27:19.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:27:21.345Z,auth,1.846
S2_ssh_credstuff,4,2026-05-03T09:27:21.000Z,auth,10.10.42.200,10.10.42.8,True,2026-05-03T09:27:23.236Z,auth,2.237
S2_ssh_credstuff,4,2026-05-03T09:27:22.500Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:27:24.560Z,auth,2.061
S2_ssh_credstuff,4,2026-05-03T09:27:24.000Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:27:26.154Z,auth,2.154
S2_ssh_credstuff,4,2026-05-03T09:27:25.500Z,auth,10.10.42.200,10.10.42.7,False,,,
S2_ssh_credstuff,4,2026-05-03T09:27:27.000Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:27:28.332Z,auth,1.332
S2_ssh_credstuff,4,2026-05-03T09:27:28.500Z,auth,10.10.42.200,10.10.42.17,False,,,
S2_ssh_credstuff,4,2026-05-03T09:27:30.000Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:27:31.893Z,auth,1.893
S2_ssh_credstuff,4,2026-05-03T09:27:31.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:27:33.877Z,auth,2.377
S2_ssh_credstuff,4,2026-05-03T09:27:33.000Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:27:34.947Z,auth,1.948
S2_ssh_credstuff,4,2026-05-03T09:27:34.500Z,auth,10.10.42.200,10.10.42.1,True,2026-05-03T09:27:37.334Z,auth,2.834
S2_ssh_credstuff,4,2026-05-03T09:27:36.000Z,auth,10.10.42.200,10.10.42.1,False,,,
S2_ssh_credstuff,4,2026-05-03T09:27:37.500Z,auth,10.10.42.200,10.10.42.13,True,2026-05-03T09:27:39.047Z,auth,1.548
S2_ssh_credstuff,4,2026-05-03T09:27:39.000Z,auth,10.10.42.200,10.10.42.7,True,2026-05-03T09:27:40.076Z,auth,1.077
S2_ssh_credstuff,4,2026-05-03T09:27:40.500Z,auth,10.10.42.200,10.10.42.7,False,,,
S2_ssh_credstuff,4,2026-05-03T09:27:42.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:27:42.784Z,auth,0.785
S2_ssh_credstuff,4,2026-05-03T09:27:43.500Z,auth,10.10.42.200,10.10.42.20,False,,,
S2_ssh_credstuff,4,2026-05-03T09:27:45.000Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:27:46.383Z,auth,1.383
S2_ssh_credstuff,4,2026-05-03T09:27:46.500Z,auth,10.10.42.200,10.10.42.7,True,2026-05-03T09:27:49.022Z,auth,2.522
S2_ssh_credstuff,4,2026-05-03T09:27:48.000Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:27:50.766Z,auth,2.766
S2_ssh_credstuff,4,2026-05-03T09:27:49.500Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:27:50.953Z,auth,1.453
S2_ssh_credstuff,4,2026-05-03T09:27:51.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:27:52.140Z,auth,1.141
S2_ssh_credstuff,4,2026-05-03T09:27:52.500Z,auth,10.10.42.200,10.10.42.17,False,,,
S2_ssh_credstuff,4,2026-05-03T09:27:54.000Z,auth,10.10.42.200,10.10.42.1,True,2026-05-03T09:27:57.129Z,auth,3.130
S2_ssh_credstuff,4,2026-05-03T09:27:55.500Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:27:57.938Z,auth,2.438
S2_ssh_credstuff,4,2026-05-03T09:27:57.000Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:27:59.026Z,auth,2.026
S2_ssh_credstuff,4,2026-05-03T09:27:58.500Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:27:59.077Z,auth,0.577
S2_ssh_credstuff,4,2026-05-03T09:28:00.000Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,4,2026-05-03T09:28:01.500Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:28:02.909Z,auth,1.409
S2_ssh_credstuff,4,2026-05-03T09:28:03.000Z,auth,10.10.42.200,10.10.42.9,False,,,
S2_ssh_credstuff,4,2026-05-03T09:28:04.500Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:28:06.065Z,auth,1.566
S2_ssh_credstuff,4,2026-05-03T09:28:06.000Z,auth,10.10.42.200,10.10.42.5,True,2026-05-03T09:28:07.720Z,auth,1.720
S2_ssh_credstuff,4,2026-05-03T09:28:07.500Z,auth,10.10.42.200,10.10.42.5,True,2026-05-03T09:28:10.038Z,auth,2.538
S2_ssh_credstuff,4,2026-05-03T09:28:09.000Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:28:11.871Z,auth,2.871
S2_ssh_credstuff,4,2026-05-03T09:28:10.500Z,auth,10.10.42.200,10.10.42.13,True,2026-05-03T09:28:11.670Z,auth,1.171
S2_ssh_credstuff,4,2026-05-03T09:28:12.000Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:28:13.869Z,auth,1.869
S2_ssh_credstuff,4,2026-05-03T09:28:13.500Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:28:14.547Z,auth,1.048
S2_ssh_credstuff,4,2026-05-03T09:28:15.000Z,auth,10.10.42.200,10.10.42.6,False,,,
S2_ssh_credstuff,4,2026-05-03T09:28:16.500Z,auth,10.10.42.200,10.10.42.13,False,,,
S2_ssh_credstuff,4,2026-05-03T09:28:18.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:28:19.257Z,auth,1.258
S2_ssh_credstuff,4,2026-05-03T09:28:19.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:28:22.201Z,auth,2.701
S2_ssh_credstuff,4,2026-05-03T09:28:21.000Z,auth,10.10.42.200,10.10.42.20,False,,,
S2_ssh_credstuff,4,2026-05-03T09:28:22.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:28:24.314Z,auth,1.815
S2_ssh_credstuff,4,2026-05-03T09:28:24.000Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:28:25.844Z,auth,1.844
S2_ssh_credstuff,4,2026-05-03T09:28:25.500Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,4,2026-05-03T09:28:27.000Z,auth,10.10.42.200,10.10.42.9,True,2026-05-03T09:28:28.256Z,auth,1.257
S2_ssh_credstuff,4,2026-05-03T09:28:28.500Z,auth,10.10.42.200,10.10.42.9,False,,,
S2_ssh_credstuff,5,2026-05-03T09:28:30.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:28:31.770Z,auth,1.771
S2_ssh_credstuff,5,2026-05-03T09:28:31.500Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:28:32.425Z,auth,0.925
S2_ssh_credstuff,5,2026-05-03T09:28:33.000Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:28:35.443Z,auth,2.444
S2_ssh_credstuff,5,2026-05-03T09:28:34.500Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,5,2026-05-03T09:28:36.000Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:28:37.952Z,auth,1.952
S2_ssh_credstuff,5,2026-05-03T09:28:37.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:28:39.999Z,auth,2.499
S2_ssh_credstuff,5,2026-05-03T09:28:39.000Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:28:41.691Z,auth,2.692
S2_ssh_credstuff,5,2026-05-03T09:28:40.500Z,auth,10.10.42.200,10.10.42.13,True,2026-05-03T09:28:42.014Z,auth,1.514
S2_ssh_credstuff,5,2026-05-03T09:28:42.000Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,5,2026-05-03T09:28:43.500Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:28:44.540Z,auth,1.041
S2_ssh_credstuff,5,2026-05-03T09:28:45.000Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:28:47.292Z,auth,2.293
S2_ssh_credstuff,5,2026-05-03T09:28:46.500Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:28:47.879Z,auth,1.379
S2_ssh_credstuff,5,2026-05-03T09:28:48.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:28:49.615Z,auth,1.615
S2_ssh_credstuff,5,2026-05-03T09:28:49.500Z,auth,10.10.42.200,10.10.42.9,False,,,
S2_ssh_credstuff,5,2026-05-03T09:28:51.000Z,auth,10.10.42.200,10.10.42.18,False,,,
S2_ssh_credstuff,5,2026-05-03T09:28:52.500Z,auth,10.10.42.200,10.10.42.5,True,2026-05-03T09:28:53.877Z,auth,1.378
S2_ssh_credstuff,5,2026-05-03T09:28:54.000Z,auth,10.10.42.200,10.10.42.14,False,,,
S2_ssh_credstuff,5,2026-05-03T09:28:55.500Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:28:57.795Z,auth,2.295
S2_ssh_credstuff,5,2026-05-03T09:28:57.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:28:58.982Z,auth,1.982
S2_ssh_credstuff,5,2026-05-03T09:28:58.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:29:00.153Z,auth,1.653
S2_ssh_credstuff,5,2026-05-03T09:29:00.000Z,auth,10.10.42.200,10.10.42.7,True,2026-05-03T09:29:01.479Z,auth,1.479
S2_ssh_credstuff,5,2026-05-03T09:29:01.500Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:29:03.371Z,auth,1.871
S2_ssh_credstuff,5,2026-05-03T09:29:03.000Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:29:06.034Z,auth,3.035
S2_ssh_credstuff,5,2026-05-03T09:29:04.500Z,auth,10.10.42.200,10.10.42.13,True,2026-05-03T09:29:05.701Z,auth,1.202
S2_ssh_credstuff,5,2026-05-03T09:29:06.000Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:07.500Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:29:08.261Z,auth,0.761
S2_ssh_credstuff,5,2026-05-03T09:29:09.000Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:10.500Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:29:11.922Z,auth,1.422
S2_ssh_credstuff,5,2026-05-03T09:29:12.000Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:29:13.994Z,auth,1.995
S2_ssh_credstuff,5,2026-05-03T09:29:13.500Z,auth,10.10.42.200,10.10.42.17,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:15.000Z,auth,10.10.42.200,10.10.42.5,True,2026-05-03T09:29:16.141Z,auth,1.141
S2_ssh_credstuff,5,2026-05-03T09:29:16.500Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:29:17.980Z,auth,1.480
S2_ssh_credstuff,5,2026-05-03T09:29:18.000Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:29:19.019Z,auth,1.020
S2_ssh_credstuff,5,2026-05-03T09:29:19.500Z,auth,10.10.42.200,10.10.42.3,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:21.000Z,auth,10.10.42.200,10.10.42.20,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:22.500Z,auth,10.10.42.200,10.10.42.14,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:24.000Z,auth,10.10.42.200,10.10.42.9,True,2026-05-03T09:29:25.457Z,auth,1.457
S2_ssh_credstuff,5,2026-05-03T09:29:25.500Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:29:27.456Z,auth,1.956
S2_ssh_credstuff,5,2026-05-03T09:29:27.000Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:29:29.195Z,auth,2.196
S2_ssh_credstuff,5,2026-05-03T09:29:28.500Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:29:29.613Z,auth,1.113
S2_ssh_credstuff,5,2026-05-03T09:29:30.000Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:29:32.067Z,auth,2.068
S2_ssh_credstuff,5,2026-05-03T09:29:31.500Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:29:32.976Z,auth,1.477
S2_ssh_credstuff,5,2026-05-03T09:29:33.000Z,auth,10.10.42.200,10.10.42.22,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:34.500Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:29:36.489Z,auth,1.990
S2_ssh_credstuff,5,2026-05-03T09:29:36.000Z,auth,10.10.42.200,10.10.42.13,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:37.500Z,auth,10.10.42.200,10.10.42.13,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:39.000Z,auth,10.10.42.200,10.10.42.20,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:40.500Z,auth,10.10.42.200,10.10.42.14,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:42.000Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,5,2026-05-03T09:29:43.500Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,6,2026-05-03T09:29:45.000Z,auth,10.10.42.200,10.10.42.6,False,,,
S2_ssh_credstuff,6,2026-05-03T09:29:46.500Z,auth,10.10.42.200,10.10.42.9,False,,,
S2_ssh_credstuff,6,2026-05-03T09:29:48.000Z,auth,10.10.42.200,10.10.42.17,False,,,
S2_ssh_credstuff,6,2026-05-03T09:29:49.500Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:29:51.323Z,auth,1.824
S2_ssh_credstuff,6,2026-05-03T09:29:51.000Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:29:52.709Z,auth,1.709
S2_ssh_credstuff,6,2026-05-03T09:29:52.500Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:29:53.952Z,auth,1.452
S2_ssh_credstuff,6,2026-05-03T09:29:54.000Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:29:55.144Z,auth,1.144
S2_ssh_credstuff,6,2026-05-03T09:29:55.500Z,auth,10.10.42.200,10.10.42.9,True,2026-05-03T09:29:56.319Z,auth,0.820
S2_ssh_credstuff,6,2026-05-03T09:29:57.000Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,6,2026-05-03T09:29:58.500Z,auth,10.10.42.200,10.10.42.9,True,2026-05-03T09:29:59.384Z,auth,0.885
S2_ssh_credstuff,6,2026-05-03T09:30:00.000Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:01.500Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:30:03.426Z,auth,1.927
S2_ssh_credstuff,6,2026-05-03T09:30:03.000Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:30:04.914Z,auth,1.914
S2_ssh_credstuff,6,2026-05-03T09:30:04.500Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:30:06.366Z,auth,1.866
S2_ssh_credstuff,6,2026-05-03T09:30:06.000Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:30:08.492Z,auth,2.492
S2_ssh_credstuff,6,2026-05-03T09:30:07.500Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:30:09.284Z,auth,1.784
S2_ssh_credstuff,6,2026-05-03T09:30:09.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:30:10.475Z,auth,1.476
S2_ssh_credstuff,6,2026-05-03T09:30:10.500Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:30:12.720Z,auth,2.221
S2_ssh_credstuff,6,2026-05-03T09:30:12.000Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:30:13.630Z,auth,1.630
S2_ssh_credstuff,6,2026-05-03T09:30:13.500Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:15.000Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:30:16.523Z,auth,1.524
S2_ssh_credstuff,6,2026-05-03T09:30:16.500Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:30:17.654Z,auth,1.154
S2_ssh_credstuff,6,2026-05-03T09:30:18.000Z,auth,10.10.42.200,10.10.42.13,True,2026-05-03T09:30:20.582Z,auth,2.582
S2_ssh_credstuff,6,2026-05-03T09:30:19.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:30:22.054Z,auth,2.555
S2_ssh_credstuff,6,2026-05-03T09:30:21.000Z,auth,10.10.42.200,10.10.42.8,True,2026-05-03T09:30:22.704Z,auth,1.705
S2_ssh_credstuff,6,2026-05-03T09:30:22.500Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:30:24.233Z,auth,1.733
S2_ssh_credstuff,6,2026-05-03T09:30:24.000Z,auth,10.10.42.200,10.10.42.6,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:25.500Z,auth,10.10.42.200,10.10.42.8,True,2026-05-03T09:30:27.336Z,auth,1.836
S2_ssh_credstuff,6,2026-05-03T09:30:27.000Z,auth,10.10.42.200,10.10.42.8,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:28.500Z,auth,10.10.42.200,10.10.42.9,True,2026-05-03T09:30:29.920Z,auth,1.420
S2_ssh_credstuff,6,2026-05-03T09:30:30.000Z,auth,10.10.42.200,10.10.42.6,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:31.500Z,auth,10.10.42.200,10.10.42.1,True,2026-05-03T09:30:34.949Z,auth,3.450
S2_ssh_credstuff,6,2026-05-03T09:30:33.000Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:30:34.633Z,auth,1.634
S2_ssh_credstuff,6,2026-05-03T09:30:34.500Z,auth,10.10.42.200,10.10.42.7,True,2026-05-03T09:30:36.498Z,auth,1.999
S2_ssh_credstuff,6,2026-05-03T09:30:36.000Z,auth,10.10.42.200,10.10.42.16,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:37.500Z,auth,10.10.42.200,10.10.42.9,True,2026-05-03T09:30:39.078Z,auth,1.578
S2_ssh_credstuff,6,2026-05-03T09:30:39.000Z,auth,10.10.42.200,10.10.42.1,True,2026-05-03T09:30:41.671Z,auth,2.672
S2_ssh_credstuff,6,2026-05-03T09:30:40.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:30:42.597Z,auth,2.098
S2_ssh_credstuff,6,2026-05-03T09:30:42.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:30:43.917Z,auth,1.918
S2_ssh_credstuff,6,2026-05-03T09:30:43.500Z,auth,10.10.42.200,10.10.42.5,True,2026-05-03T09:30:44.638Z,auth,1.138
S2_ssh_credstuff,6,2026-05-03T09:30:45.000Z,auth,10.10.42.200,10.10.42.9,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:46.500Z,auth,10.10.42.200,10.10.42.3,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:48.000Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:30:49.712Z,auth,1.712
S2_ssh_credstuff,6,2026-05-03T09:30:49.500Z,auth,10.10.42.200,10.10.42.20,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:51.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:30:52.689Z,auth,1.690
S2_ssh_credstuff,6,2026-05-03T09:30:52.500Z,auth,10.10.42.200,10.10.42.20,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:54.000Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:30:56.470Z,auth,2.470
S2_ssh_credstuff,6,2026-05-03T09:30:55.500Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:30:57.672Z,auth,2.173
S2_ssh_credstuff,6,2026-05-03T09:30:57.000Z,auth,10.10.42.200,10.10.42.22,False,,,
S2_ssh_credstuff,6,2026-05-03T09:30:58.500Z,auth,10.10.42.200,10.10.42.17,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:00.000Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:31:01.206Z,auth,1.206
S2_ssh_credstuff,7,2026-05-03T09:31:01.500Z,auth,10.10.42.200,10.10.42.5,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:03.000Z,auth,10.10.42.200,10.10.42.22,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:04.500Z,auth,10.10.42.200,10.10.42.8,True,2026-05-03T09:31:06.279Z,auth,1.779
S2_ssh_credstuff,7,2026-05-03T09:31:06.000Z,auth,10.10.42.200,10.10.42.9,True,2026-05-03T09:31:08.064Z,auth,2.064
S2_ssh_credstuff,7,2026-05-03T09:31:07.500Z,auth,10.10.42.200,10.10.42.5,True,2026-05-03T09:31:08.800Z,auth,1.301
S2_ssh_credstuff,7,2026-05-03T09:31:09.000Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:31:10.573Z,auth,1.573
S2_ssh_credstuff,7,2026-05-03T09:31:10.500Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:31:12.528Z,auth,2.029
S2_ssh_credstuff,7,2026-05-03T09:31:12.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:31:14.553Z,auth,2.554
S2_ssh_credstuff,7,2026-05-03T09:31:13.500Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:31:15.823Z,auth,2.323
S2_ssh_credstuff,7,2026-05-03T09:31:15.000Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:31:16.522Z,auth,1.523
S2_ssh_credstuff,7,2026-05-03T09:31:16.500Z,auth,10.10.42.200,10.10.42.18,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:18.000Z,auth,10.10.42.200,10.10.42.3,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:19.500Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:31:20.795Z,auth,1.295
S2_ssh_credstuff,7,2026-05-03T09:31:21.000Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:31:22.579Z,auth,1.579
S2_ssh_credstuff,7,2026-05-03T09:31:22.500Z,auth,10.10.42.200,10.10.42.5,True,2026-05-03T09:31:23.967Z,auth,1.468
S2_ssh_credstuff,7,2026-05-03T09:31:24.000Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:31:25.857Z,auth,1.858
S2_ssh_credstuff,7,2026-05-03T09:31:25.500Z,auth,10.10.42.200,10.10.42.18,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:27.000Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:31:28.070Z,auth,1.071
S2_ssh_credstuff,7,2026-05-03T09:31:28.500Z,auth,10.10.42.200,10.10.42.13,True,2026-05-03T09:31:30.161Z,auth,1.662
S2_ssh_credstuff,7,2026-05-03T09:31:30.000Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:31:32.739Z,auth,2.739
S2_ssh_credstuff,7,2026-05-03T09:31:31.500Z,auth,10.10.42.200,10.10.42.7,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:33.000Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:31:34.715Z,auth,1.715
S2_ssh_credstuff,7,2026-05-03T09:31:34.500Z,auth,10.10.42.200,10.10.42.4,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:36.000Z,auth,10.10.42.200,10.10.42.8,True,2026-05-03T09:31:36.306Z,auth,0.306
S2_ssh_credstuff,7,2026-05-03T09:31:37.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:31:38.686Z,auth,1.187
S2_ssh_credstuff,7,2026-05-03T09:31:39.000Z,auth,10.10.42.200,10.10.42.4,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:40.500Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:31:42.952Z,auth,2.453
S2_ssh_credstuff,7,2026-05-03T09:31:42.000Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:31:43.685Z,auth,1.686
S2_ssh_credstuff,7,2026-05-03T09:31:43.500Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:31:46.116Z,auth,2.617
S2_ssh_credstuff,7,2026-05-03T09:31:45.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:31:46.808Z,auth,1.809
S2_ssh_credstuff,7,2026-05-03T09:31:46.500Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:31:48.024Z,auth,1.525
S2_ssh_credstuff,7,2026-05-03T09:31:48.000Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:31:49.658Z,auth,1.658
S2_ssh_credstuff,7,2026-05-03T09:31:49.500Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:31:51.668Z,auth,2.169
S2_ssh_credstuff,7,2026-05-03T09:31:51.000Z,auth,10.10.42.200,10.10.42.14,False,,,
